1556137747,11,23,65
1556137752,11,23,65
1556137757,11,23,65
1556137762,11,23,65
1556137767,11,23,65
1556137772,11,23,65
1556137777,11,23,65
1556139048,9,24,64
1556139054,10,24,64
1556139059,10,24,64
1556139064,10,24,64
1556139069,10,24,64
1556139074,10,24,64
1556139079,10,24,64
1556139084,10,24,64
1556139090,10,24,64
1556139095,10,24,64
1556139100,10,24,64
1556139105,9,24,64
1556139110,9,24,64
1556139115,9,24,64
1556139120,9,24,64
1556139125,10,24,64
1556139130,10,24,64
1556139136,10,24,64
1556139141,10,24,64
1556139146,10,24,64
1556139151,10,24,64
1556139156,10,24,64
1556139161,10,24,64
1556139166,10,24,64
1556139171,10,24,64
1556139177,9,24,64
1556139182,9,24,64
1556139187,9,24,64
1556139192,9,24,64
1556139197,9,24,64
1556139202,9,24,64
1556139207,9,24,64
1556139212,10,25,63
1556139218,10,25,63
1556139223,10,25,63
1556139228,10,25,63
1556139233,10,25,63
1556139238,10,25,63
1556139243,10,25,63
1556139248,10,25,63
1556139253,10,25,63
1556139259,10,25,63
1556139264,10,25,63
1556139269,10,25,63
1556139274,10,25,63
1556139279,10,25,63
1556139284,10,25,63
1556139289,9,25,63
1556139294,9,25,63
1556139300,9,25,63
1556139305,9,25,63
1556139310,9,25,63
1556139315,9,25,63
1556139320,9,25,63
1556139325,9,25,63
1556139330,9,25,63
1556139335,8,24,64
1556139341,8,24,64
1556139601,8,24,64
1556139606,9,25,63
1556139611,9,25,63
1556139897,8,26,62
1556139902,8,26,62
1556139907,8,26,62
1556139912,8,26,62
1556139942,9,26,62
1556139947,9,26,62
1556140294,9,26,62
1556140299,9,26,62
1556140305,9,26,62
1556140310,9,26,62
1556140315,9,26,62
1556140320,9,26,62
1556140325,9,26,62
1556140330,9,26,62
1556142607,13,23,65
1556142612,13,23,65
1556142617,13,23,65
1556142622,13,23,65
1556142627,13,23,65
1556142632,13,23,65
1556142637,13,23,65
1556142643,13,23,65
1556142648,13,23,65
1556142653,13,23,65
1556142658,13,23,65
1556143192,14,24,64
1556143197,14,24,64
1556143202,14,24,64
1556143207,14,24,64
1556143212,14,24,64
1556143218,14,24,64
1556144271,12,24,64
1556144276,13,25,63
1556144282,13,25,63
1556144287,13,25,63
1556144292,13,25,63
1556144297,13,25,63
1556144302,13,25,63
1556144307,14,26,62
1556144312,14,26,62
1556144318,14,26,62
1556144323,13,26,62
1556144328,13,26,62
1556144333,13,26,62
1556144338,13,26,62
1556144359,13,26,62
1556144364,13,26,62
1556144369,13,26,62
1556144374,13,25,63
1556144492,13,25,63
1556144497,13,25,63
1556144502,13,25,63
1556144508,13,25,63
1556144513,13,25,63
1556144751,15,26,62
1556144756,15,26,62
1556144761,15,26,62
1556144766,15,26,62
1556144772,15,26,62
1556144995,13,25,63
1556145001,13,25,63
